order_id,order_date,company_id,company_name,sku,region,forecast_qty,actual_qty,absolute_error,mape_pct,carrier,warehouse,promised_date,delivered_date,delay_days,on_time_delivery,expedited,unit_price,revenue,expedited_cost,route_id,warehouse_id,inventory_before,safety_stock,stockout_flag,upload_batch_date
200347,2025-08-19,1014,Precision Plastics West,SKU0066,West MI,40,41,1,2.44%,Superior Haulage,Lakeside Warehousing,2025-08-29,2025-08-30,1,No,No,15.52,636.32,0.0,R981,W01,115,47,0,2025-08-26
200348,2023-08-08,1001,Delta Plastics,SKU0009,SE MI,243,229,14,6.11%,Superior Haulage,Downtown Storage Co.,2023-08-22,2023-08-22,0,Yes,No,11.99,2745.71,0.0,R549,W03,74,82,0,2023-08-15
200349,2025-08-10,1002,Midland Moldings,SKU0015,Central MI,360,338,22,6.51%,Mitten Last-Mile,Mid-MI Crossdock,2025-08-22,2025-08-22,0,Yes,No,9.63,3254.94,0.0,R157,W02,572,163,0,2025-08-17
200350,2025-08-17,1004,TriCounty Components,SKU0030,Central MI,121,87,34,39.08%,Mitten Last-Mile,Lakeside Warehousing,2025-08-24,2025-08-24,0,Yes,No,15.6,1357.2,0.0,R390,W01,131,107,0,2025-08-24
200351,2024-04-07,1002,Midland Moldings,SKU0014,SE MI,209,150,59,39.33%,Superior Haulage,Mid-MI Crossdock,2024-04-20,2024-04-21,1,No,Yes,15.6,2340.0,514.59,R352,W02,490,56,0,2024-04-14
200352,2024-12-07,1002,Midland Moldings,SKU0011,Northern MI,216,240,24,10.0%,QuickRoute Carriers,Downtown Storage Co.,2024-12-19,2024-12-21,2,No,Yes,16.88,4051.2,265.76,R796,W03,66,20,1,2024-12-10
200353,2023-11-13,1005,Riverbend Metals,SKU0034,Central MI,187,155,32,20.65%,North Fork Logistics,Mid-MI Crossdock,2023-11-24,2023-12-01,7,No,No,12.09,1873.95,0.0,R139,W02,164,62,0,2023-11-16
200354,2024-12-30,1005,Riverbend Metals,SKU0035,SE MI,258,332,74,22.29%,QuickRoute Carriers,Lakeside Warehousing,2025-01-04,2025-01-06,2,No,Yes,13.73,4558.36,466.5,R352,W01,224,168,0,2025-01-02
200355,2024-10-29,1001,Delta Plastics,SKU0006,West MI,291,265,26,9.81%,Mitten Last-Mile,Lakeside Warehousing,2024-11-07,2024-11-07,0,Yes,No,15.25,4041.25,0.0,R957,W01,328,78,0,2024-11-05
200356,2025-04-17,1004,TriCounty Components,SKU0024,Northern MI,484,488,4,0.82%,Mitten Last-Mile,Lakeside Warehousing,2025-04-23,2025-04-23,0,Yes,No,19.23,9384.24,0.0,R284,W01,37,124,1,2025-04-20
200357,2023-03-20,1005,Riverbend Metals,SKU0035,West MI,549,418,131,31.34%,Mitten Last-Mile,Lakeside Warehousing,2023-03-27,2023-03-27,0,Yes,No,12.5,5225.0,0.0,R326,W01,1,33,1,2023-04-03
200358,2025-09-07,1003,Great Lakes Fasteners,SKU0017,Northern MI,63,94,31,32.98%,Superior Haulage,Mid-MI Crossdock,2025-09-13,2025-09-13,0,Yes,No,14.38,1351.72,0.0,R415,W02,524,39,0,2025-09-21
200359,2023-02-25,1013,PolyTech Midwest,SKU0055,Central MI,303,219,84,38.36%,North Fork Logistics,Lakeside Warehousing,2023-03-09,2023-03-12,3,No,No,13.04,2855.76,0.0,R868,W01,238,169,0,2023-02-26
200360,2024-12-25,1005,Riverbend Metals,SKU0034,SE MI,52,52,0,0.0%,Superior Haulage,Downtown Storage Co.,2024-12-30,2024-12-30,0,Yes,No,10.04,522.08,0.0,R530,W03,249,59,0,2024-12-26
200361,2025-09-14,1013,PolyTech Midwest,SKU0052,Central MI,436,347,89,25.65%,QuickRoute Carriers,Mid-MI Crossdock,2025-09-24,2025-09-24,0,Yes,No,11.35,3938.45,0.0,R309,W02,400,97,0,2025-09-15
200362,2024-02-06,1003,Great Lakes Fasteners,SKU0020,SE MI,511,369,142,38.48%,QuickRoute Carriers,Downtown Storage Co.,2024-02-19,2024-02-20,1,No,Yes,10.35,3819.15,525.97,R780,W03,466,44,0,2024-02-20
200363,2023-01-27,1014,Precision Plastics West,SKU0066,Central MI,163,156,7,4.49%,Mitten Last-Mile,Downtown Storage Co.,2023-02-07,2023-02-09,2,No,Yes,14.03,2188.68,310.46,R485,W03,465,74,0,2023-02-10
200364,2025-09-11,1014,Precision Plastics West,SKU0064,West MI,332,203,129,63.55%,Superior Haulage,Downtown Storage Co.,2025-09-24,2025-09-24,0,Yes,No,14.73,2990.19,0.0,R367,W03,491,140,0,2025-09-14
200365,2025-05-12,1012,AutoSeal Gaskets,SKU0042,SE MI,6,5,1,20.0%,QuickRoute Carriers,Downtown Storage Co.,2025-05-24,2025-05-24,0,Yes,No,16.16,80.8,0.0,R348,W03,521,86,0,2025-05-15
200366,2024-05-15,1002,Midland Moldings,SKU0012,Northern MI,278,184,94,51.09%,North Fork Logistics,Lakeside Warehousing,2024-05-26,2024-05-26,0,Yes,No,10.29,1893.36,0.0,R365,W01,291,173,0,2024-05-16
200367,2025-04-03,1005,Riverbend Metals,SKU0036,Central MI,278,273,5,1.83%,North Fork Logistics,Downtown Storage Co.,2025-04-16,2025-04-16,0,Yes,No,10.73,2929.29,0.0,R610,W03,33,25,1,2025-04-10
200368,2025-08-16,1001,Delta Plastics,SKU0008,Central MI,205,235,30,12.77%,Mitten Last-Mile,Mid-MI Crossdock,2025-08-20,2025-08-20,0,Yes,No,12.4,2914.0,0.0,R747,W02,260,165,0,2025-08-30
200369,2024-02-12,1004,TriCounty Components,SKU0024,SE MI,236,277,41,14.8%,Mitten Last-Mile,Lakeside Warehousing,2024-02-16,2024-02-17,1,No,No,15.8,4376.6,0.0,R154,W01,186,73,1,2024-02-26
200370,2024-04-25,1013,PolyTech Midwest,SKU0055,West MI,217,198,19,9.6%,North Fork Logistics,Downtown Storage Co.,2024-04-28,2024-04-28,0,Yes,No,15.4,3049.2,0.0,R250,W03,50,177,0,2024-04-28
200371,2024-03-05,1002,Midland Moldings,SKU0010,West MI,169,146,23,15.75%,QuickRoute Carriers,Lakeside Warehousing,2024-03-14,2024-03-14,0,Yes,No,12.56,1833.76,0.0,R146,W01,170,105,0,2024-03-06
200372,2024-01-29,1005,Riverbend Metals,SKU0035,SE MI,260,240,20,8.33%,Mitten Last-Mile,Mid-MI Crossdock,2024-02-02,2024-02-02,0,Yes,No,22.76,5462.4,0.0,R399,W02,199,169,0,2024-02-01
200373,2025-06-03,1001,Delta Plastics,SKU0003,West MI,27,25,2,8.0%,North Fork Logistics,Lakeside Warehousing,2025-06-08,2025-06-10,2,No,No,18.19,454.75,0.0,R946,W01,481,166,0,2025-06-10
200374,2024-10-28,1002,Midland Moldings,SKU0012,Central MI,458,463,5,1.08%,QuickRoute Carriers,Lakeside Warehousing,2024-10-31,2024-11-01,1,No,No,17.19,7958.97,0.0,R116,W01,117,82,1,2024-10-29
200375,2023-01-22,1005,Riverbend Metals,SKU0034,Central MI,93,90,3,3.33%,Superior Haulage,Mid-MI Crossdock,2023-02-05,2023-02-06,1,No,Yes,12.86,1157.4,241.64,R921,W02,263,86,0,2023-02-05
200376,2024-03-03,1002,Midland Moldings,SKU0011,Northern MI,219,255,36,14.12%,QuickRoute Carriers,Lakeside Warehousing,2024-03-17,2024-03-17,0,Yes,No,19.47,4964.85,0.0,R432,W01,475,176,0,2024-03-10
200377,2024-01-15,1004,TriCounty Components,SKU0029,Central MI,233,237,4,1.69%,North Fork Logistics,Mid-MI Crossdock,2024-01-23,2024-01-23,0,Yes,No,12.08,2862.96,0.0,R609,W02,29,116,1,2024-01-22
200378,2025-07-20,1001,Delta Plastics,SKU0009,West MI,215,230,15,6.52%,Mitten Last-Mile,Lakeside Warehousing,2025-07-28,2025-07-28,0,Yes,No,11.54,2654.2,0.0,R303,W01,443,89,0,2025-07-23
200379,2023-03-25,1005,Riverbend Metals,SKU0034,SE MI,60,56,4,7.14%,Superior Haulage,Mid-MI Crossdock,2023-04-03,2023-04-04,1,No,No,19.21,1075.76,0.0,R594,W02,42,104,0,2023-03-28
200380,2025-05-13,1003,Great Lakes Fasteners,SKU0016,Northern MI,284,296,12,4.05%,North Fork Logistics,Downtown Storage Co.,2025-05-24,2025-05-24,0,Yes,No,20.34,6020.64,0.0,R690,W03,417,132,0,2025-05-14
200381,2025-07-25,1014,Precision Plastics West,SKU0059,SE MI,85,105,20,19.05%,North Fork Logistics,Downtown Storage Co.,2025-08-07,2025-08-08,1,No,No,12.74,1337.7,0.0,R286,W03,217,146,0,2025-07-26
200382,2024-10-10,1001,Delta Plastics,SKU0002,Northern MI,93,87,6,6.9%,North Fork Logistics,Downtown Storage Co.,2024-10-16,2024-10-16,0,Yes,No,10.38,903.06,0.0,R125,W03,222,64,0,2024-10-13
200383,2023-01-07,1012,AutoSeal Gaskets,SKU0044,Central MI,555,416,139,33.41%,North Fork Logistics,Lakeside Warehousing,2023-01-11,2023-01-14,3,No,Yes,13.57,5645.12,567.12,R882,W01,70,151,1,2023-01-21
200384,2024-12-18,1013,PolyTech Midwest,SKU0054,Central MI,340,297,43,14.48%,Mitten Last-Mile,Downtown Storage Co.,2025-01-01,2025-01-01,0,Yes,No,9.13,2711.61,0.0,R206,W03,61,79,1,2024-12-19
200385,2023-03-15,1005,Riverbend Metals,SKU0035,West MI,74,59,15,25.42%,North Fork Logistics,Downtown Storage Co.,2023-03-21,2023-03-21,0,Yes,No,17.13,1010.67,0.0,R169,W03,524,128,0,2023-03-16
200386,2025-09-15,1003,Great Lakes Fasteners,SKU0017,SE MI,379,378,1,0.26%,Mitten Last-Mile,Downtown Storage Co.,2025-09-19,2025-09-19,0,Yes,No,15.5,5859.0,0.0,R259,W03,404,96,0,2025-09-22
200387,2023-11-17,1001,Delta Plastics,SKU0006,Central MI,160,151,9,5.96%,Mitten Last-Mile,Downtown Storage Co.,2023-12-01,2023-12-01,0,Yes,No,17.59,2656.09,0.0,R988,W03,20,246,0,2023-11-20
200388,2023-11-22,1005,Riverbend Metals,SKU0031,Central MI,276,306,30,9.8%,North Fork Logistics,Mid-MI Crossdock,2023-11-25,2023-11-27,2,No,No,10.89,3332.34,0.0,R332,W02,70,28,1,2023-11-23
200389,2025-08-18,1002,Midland Moldings,SKU0015,Central MI,379,247,132,53.44%,Superior Haulage,Downtown Storage Co.,2025-08-26,2025-08-29,3,No,No,14.46,3571.62,0.0,R900,W03,81,133,1,2025-08-21
200390,2025-04-05,1003,Great Lakes Fasteners,SKU0021,Northern MI,421,265,156,58.87%,Superior Haulage,Downtown Storage Co.,2025-04-09,2025-04-10,1,No,No,12.86,3407.9,0.0,R274,W03,212,61,0,2025-04-19
200391,2024-02-24,1005,Riverbend Metals,SKU0034,Central MI,174,161,13,8.07%,Mitten Last-Mile,Lakeside Warehousing,2024-03-03,2024-03-03,0,Yes,No,19.42,3126.62,0.0,R777,W01,594,90,0,2024-03-09
200392,2024-04-16,1001,Delta Plastics,SKU0007,Central MI,361,313,48,15.34%,Superior Haulage,Downtown Storage Co.,2024-04-29,2024-04-29,0,Yes,No,7.22,2259.86,0.0,R384,W03,84,68,1,2024-04-30
200393,2024-01-15,1004,TriCounty Components,SKU0024,Central MI,26,28,2,7.14%,Mitten Last-Mile,Mid-MI Crossdock,2024-01-25,2024-01-25,0,Yes,No,10.11,283.08,0.0,R330,W02,75,37,0,2024-01-18
200394,2025-02-15,1004,TriCounty Components,SKU0026,West MI,84,69,15,21.74%,QuickRoute Carriers,Downtown Storage Co.,2025-02-24,2025-02-24,0,Yes,No,17.04,1175.76,0.0,R606,W03,387,66,0,2025-02-22
200395,2023-02-09,1012,AutoSeal Gaskets,SKU0040,Central MI,511,364,147,40.38%,Mitten Last-Mile,Lakeside Warehousing,2023-02-13,2023-02-13,0,Yes,No,15.13,5507.32,0.0,R798,W01,366,61,0,2023-02-12
200396,2023-11-18,1012,AutoSeal Gaskets,SKU0040,Central MI,325,324,1,0.31%,QuickRoute Carriers,Downtown Storage Co.,2023-11-23,2023-11-23,0,Yes,No,15.92,5158.08,0.0,R151,W03,406,148,0,2023-11-19
200397,2025-08-22,1004,TriCounty Components,SKU0027,Central MI,185,165,20,12.12%,North Fork Logistics,Downtown Storage Co.,2025-08-27,2025-08-27,0,Yes,No,15.16,2501.4,0.0,R409,W03,53,49,1,2025-09-05
200398,2024-12-29,1005,Riverbend Metals,SKU0038,Northern MI,109,108,1,0.93%,North Fork Logistics,Downtown Storage Co.,2025-01-09,2025-01-09,0,Yes,No,13.54,1462.32,0.0,R815,W03,446,147,0,2025-01-12
200399,2025-04-30,1014,Precision Plastics West,SKU0058,West MI,404,388,16,4.12%,QuickRoute Carriers,Downtown Storage Co.,2025-05-06,2025-05-07,1,No,No,17.93,6956.84,0.0,R282,W03,320,30,1,2025-05-01
200400,2024-10-02,1014,Precision Plastics West,SKU0065,SE MI,230,207,23,11.11%,Mitten Last-Mile,Downtown Storage Co.,2024-10-08,2024-10-08,0,Yes,No,15.16,3138.12,0.0,R712,W03,512,178,0,2024-10-03
200401,2024-12-26,1004,TriCounty Components,SKU0023,West MI,204,267,63,23.6%,Superior Haulage,Mid-MI Crossdock,2024-12-29,2024-12-29,0,Yes,No,14.47,3863.49,0.0,R345,W02,294,131,0,2025-01-09
200402,2025-09-11,1005,Riverbend Metals,SKU0035,SE MI,298,207,91,43.96%,Superior Haulage,Lakeside Warehousing,2025-09-17,2025-09-17,0,Yes,No,12.43,2573.01,0.0,R199,W01,244,118,0,2025-09-25
200403,2025-02-22,1012,AutoSeal Gaskets,SKU0045,Central MI,226,255,29,11.37%,Mitten Last-Mile,Lakeside Warehousing,2025-02-26,2025-02-28,2,No,No,14.51,3700.05,0.0,R426,W01,224,41,0,2025-03-08
200404,2025-04-14,1001,Delta Plastics,SKU0003,Central MI,233,229,4,1.75%,North Fork Logistics,Lakeside Warehousing,2025-04-18,2025-04-18,0,Yes,No,8.95,2049.55,0.0,R885,W01,204,229,0,2025-04-15
200405,2024-11-19,1005,Riverbend Metals,SKU0033,Central MI,137,108,29,26.85%,Superior Haulage,Lakeside Warehousing,2024-11-30,2024-11-30,0,Yes,No,12.78,1380.24,0.0,R548,W01,514,134,0,2024-11-20
200406,2024-04-01,1001,Delta Plastics,SKU0005,SE MI,306,287,19,6.62%,Mitten Last-Mile,Downtown Storage Co.,2024-04-12,2024-04-12,0,Yes,No,12.71,3647.77,0.0,R400,W03,581,67,0,2024-04-02
200407,2025-09-05,1001,Delta Plastics,SKU0002,Northern MI,170,184,14,7.61%,Superior Haulage,Downtown Storage Co.,2025-09-08,2025-09-08,0,Yes,No,15.06,2771.04,0.0,R832,W03,583,50,0,2025-09-12
200408,2025-07-13,1001,Delta Plastics,SKU0003,Central MI,427,407,20,4.91%,Superior Haulage,Downtown Storage Co.,2025-07-20,2025-07-20,0,Yes,No,13.41,5457.87,0.0,R310,W03,71,122,1,2025-07-20
200409,2025-09-04,1014,Precision Plastics West,SKU0065,Central MI,43,47,4,8.51%,North Fork Logistics,Downtown Storage Co.,2025-09-14,2025-09-14,0,Yes,No,13.42,630.74,0.0,R723,W03,302,131,0,2025-09-11
200410,2025-09-03,1004,TriCounty Components,SKU0025,Central MI,344,283,61,21.55%,Superior Haulage,Downtown Storage Co.,2025-09-14,2025-09-14,0,Yes,No,18.62,5269.46,0.0,R847,W03,203,56,1,2025-09-06
200411,2024-06-20,1014,Precision Plastics West,SKU0066,West MI,336,284,52,18.31%,Mitten Last-Mile,Mid-MI Crossdock,2024-06-24,2024-06-24,0,Yes,No,16.6,4714.4,0.0,R946,W02,82,20,1,2024-07-04
200412,2024-01-08,1014,Precision Plastics West,SKU0061,Central MI,9,12,3,25.0%,North Fork Logistics,Downtown Storage Co.,2024-01-21,2024-01-24,3,No,Yes,12.91,154.92,429.59,R177,W03,462,93,0,2024-01-15
200413,2024-12-08,1005,Riverbend Metals,SKU0032,SE MI,390,257,133,51.75%,North Fork Logistics,Downtown Storage Co.,2024-12-12,2024-12-12,0,Yes,No,13.96,3587.72,0.0,R357,W03,303,139,0,2024-12-22
200414,2023-05-25,1014,Precision Plastics West,SKU0058,Central MI,172,221,49,22.17%,North Fork Logistics,Lakeside Warehousing,2023-06-05,2023-06-07,2,No,Yes,13.45,2972.45,458.19,R461,W01,520,123,0,2023-05-28
200415,2024-06-22,1002,Midland Moldings,SKU0014,Central MI,35,38,3,7.89%,Superior Haulage,Downtown Storage Co.,2024-06-27,2024-06-27,0,Yes,No,11.57,439.66,0.0,R944,W03,507,140,0,2024-06-25
200416,2024-05-04,1013,PolyTech Midwest,SKU0056,Northern MI,422,350,72,20.57%,North Fork Logistics,Mid-MI Crossdock,2024-05-15,2024-05-15,0,Yes,No,16.19,5666.5,0.0,R686,W02,135,51,1,2024-05-05
200417,2023-01-20,1014,Precision Plastics West,SKU0064,Northern MI,169,111,58,52.25%,Mitten Last-Mile,Downtown Storage Co.,2023-01-24,2023-01-24,0,Yes,No,13.86,1538.46,0.0,R997,W03,455,96,0,2023-01-23
200418,2025-08-24,1013,PolyTech Midwest,SKU0051,Central MI,331,328,3,0.91%,Superior Haulage,Mid-MI Crossdock,2025-09-04,2025-09-04,0,Yes,No,15.05,4936.4,0.0,R987,W02,379,131,0,2025-08-27
200419,2024-08-27,1014,Precision Plastics West,SKU0065,Central MI,395,426,31,7.28%,Mitten Last-Mile,Downtown Storage Co.,2024-09-10,2024-09-10,0,Yes,No,14.19,6044.94,0.0,R386,W03,212,27,1,2024-08-28
200420,2024-02-23,1012,AutoSeal Gaskets,SKU0040,Central MI,429,389,40,10.28%,QuickRoute Carriers,Downtown Storage Co.,2024-02-26,2024-02-26,0,Yes,No,9.21,3582.69,0.0,R400,W03,561,164,0,2024-03-08
200421,2023-08-29,1004,TriCounty Components,SKU0028,SE MI,529,298,231,77.52%,Mitten Last-Mile,Mid-MI Crossdock,2023-09-11,2023-09-12,1,No,No,18.27,5444.46,0.0,R423,W02,578,78,0,2023-09-01
200422,2025-09-07,1004,TriCounty Components,SKU0030,SE MI,145,365,220,60.27%,Mitten Last-Mile,Lakeside Warehousing,2025-09-21,2025-09-21,0,Yes,No,11.85,4325.25,0.0,R549,W01,152,149,1,2025-09-14
200423,2025-08-22,1012,AutoSeal Gaskets,SKU0044,Northern MI,242,221,21,9.5%,North Fork Logistics,Downtown Storage Co.,2025-09-02,2025-09-02,0,Yes,No,11.72,2590.12,0.0,R961,W03,284,107,0,2025-08-29
200424,2025-01-24,1004,TriCounty Components,SKU0026,West MI,51,58,7,12.07%,Superior Haulage,Mid-MI Crossdock,2025-01-30,2025-01-30,0,Yes,No,14.31,829.98,0.0,R592,W02,204,122,0,2025-01-25
200425,2023-04-16,1003,Great Lakes Fasteners,SKU0018,Central MI,449,367,82,22.34%,Mitten Last-Mile,Mid-MI Crossdock,2023-04-22,2023-04-22,0,Yes,No,18.1,6642.7,0.0,R338,W02,127,27,1,2023-04-17
200426,2024-11-30,1013,PolyTech Midwest,SKU0052,West MI,160,152,8,5.26%,North Fork Logistics,Lakeside Warehousing,2024-12-06,2024-12-06,0,Yes,No,17.7,2690.4,0.0,R131,W01,167,68,0,2024-12-07
200427,2025-05-07,1012,AutoSeal Gaskets,SKU0045,Northern MI,164,168,4,2.38%,Mitten Last-Mile,Downtown Storage Co.,2025-05-17,2025-05-17,0,Yes,No,14.29,2400.72,0.0,R307,W03,369,52,0,2025-05-14
200428,2023-09-03,1001,Delta Plastics,SKU0007,Central MI,357,341,16,4.69%,Superior Haulage,Lakeside Warehousing,2023-09-17,2023-09-17,0,Yes,No,10.02,3416.82,0.0,R224,W01,116,73,1,2023-09-04
200429,2025-09-14,1003,Great Lakes Fasteners,SKU0017,SE MI,524,353,171,48.44%,North Fork Logistics,Downtown Storage Co.,2025-09-20,2025-09-20,0,Yes,No,13.88,4899.64,0.0,R137,W03,416,43,0,2025-09-28
200430,2024-08-07,1001,Delta Plastics,SKU0002,Northern MI,289,289,0,0.0%,Superior Haulage,Downtown Storage Co.,2024-08-16,2024-08-16,0,Yes,No,13.65,3944.85,0.0,R837,W03,548,200,0,2024-08-10
200431,2025-08-07,1002,Midland Moldings,SKU0010,Central MI,59,59,0,0.0%,QuickRoute Carriers,Lakeside Warehousing,2025-08-16,2025-08-16,0,Yes,No,12.29,725.11,0.0,R936,W01,370,38,0,2025-08-08
200432,2023-05-10,1005,Riverbend Metals,SKU0033,Central MI,416,347,69,19.88%,North Fork Logistics,Lakeside Warehousing,2023-05-22,2023-05-22,0,Yes,No,10.75,3730.25,0.0,R423,W01,24,160,1,2023-05-24
200433,2024-11-07,1013,PolyTech Midwest,SKU0056,Central MI,181,236,55,23.31%,Superior Haulage,Mid-MI Crossdock,2024-11-13,2024-11-13,0,Yes,No,12.37,2919.32,0.0,R798,W02,320,174,0,2024-11-21
200434,2024-07-10,1003,Great Lakes Fasteners,SKU0021,SE MI,104,86,18,20.93%,Mitten Last-Mile,Mid-MI Crossdock,2024-07-15,2024-07-15,0,Yes,No,13.32,1145.52,0.0,R796,W02,99,72,0,2024-07-13
200435,2024-07-09,1001,Delta Plastics,SKU0008,Central MI,33,31,2,6.45%,Mitten Last-Mile,Lakeside Warehousing,2024-07-18,2024-07-18,0,Yes,No,14.75,457.25,0.0,R329,W01,330,92,0,2024-07-10
200436,2023-10-06,1002,Midland Moldings,SKU0011,West MI,206,165,41,24.85%,QuickRoute Carriers,Mid-MI Crossdock,2023-10-09,2023-10-09,0,Yes,No,12.02,1983.3,0.0,R640,W02,172,24,0,2023-10-20
200437,2023-09-02,1013,PolyTech Midwest,SKU0049,Central MI,283,366,83,22.68%,Mitten Last-Mile,Mid-MI Crossdock,2023-09-15,2023-09-15,0,Yes,No,12.45,4556.7,0.0,R735,W02,172,75,1,2023-09-09
200438,2025-08-30,1014,Precision Plastics West,SKU0065,Northern MI,219,162,57,35.19%,Superior Haulage,Mid-MI Crossdock,2025-09-02,2025-09-02,0,Yes,No,14.19,2298.78,0.0,R930,W02,313,92,0,2025-08-31
200439,2023-05-28,1005,Riverbend Metals,SKU0037,Northern MI,187,236,49,20.76%,Superior Haulage,Lakeside Warehousing,2023-06-06,2023-06-06,0,Yes,No,10.72,2529.92,0.0,R566,W01,59,171,1,2023-05-31
200440,2025-04-27,1005,Riverbend Metals,SKU0032,West MI,180,180,0,0.0%,North Fork Logistics,Mid-MI Crossdock,2025-05-10,2025-05-10,0,Yes,No,15.58,2804.4,0.0,R340,W02,199,130,0,2025-04-28
200441,2025-02-07,1005,Riverbend Metals,SKU0038,SE MI,255,183,72,39.34%,QuickRoute Carriers,Mid-MI Crossdock,2025-02-18,2025-02-18,0,Yes,No,17.18,3143.94,0.0,R903,W02,416,79,0,2025-02-08
200442,2023-10-31,1001,Delta Plastics,SKU0006,Central MI,167,162,5,3.09%,Mitten Last-Mile,Lakeside Warehousing,2023-11-08,2023-11-08,0,Yes,No,11.61,1880.82,0.0,R567,W01,18,191,0,2023-11-01
200443,2023-01-14,1014,Precision Plastics West,SKU0059,Central MI,542,352,190,53.98%,Superior Haulage,Lakeside Warehousing,2023-01-19,2023-01-20,1,No,Yes,11.25,3960.0,330.89,R502,W01,179,28,1,2023-01-15
200444,2025-03-22,1004,TriCounty Components,SKU0024,Central MI,300,245,55,22.45%,QuickRoute Carriers,Lakeside Warehousing,2025-03-28,2025-03-29,1,No,Yes,17.36,4253.2,195.63,R521,W01,551,102,0,2025-03-25
200445,2024-05-31,1003,Great Lakes Fasteners,SKU0021,SE MI,155,144,11,7.64%,Superior Haulage,Downtown Storage Co.,2024-06-09,2024-06-09,0,Yes,No,14.78,2128.32,0.0,R704,W03,554,118,0,2024-06-14
200446,2025-09-03,1005,Riverbend Metals,SKU0035,Central MI,452,367,85,23.16%,North Fork Logistics,Downtown Storage Co.,2025-09-06,2025-09-06,0,Yes,No,16.22,5952.74,0.0,R144,W03,146,103,1,2025-09-10
200447,2024-05-07,1014,Precision Plastics West,SKU0058,Central MI,118,100,18,18.0%,QuickRoute Carriers,Downtown Storage Co.,2024-05-12,2024-05-12,0,Yes,No,12.01,1201.0,0.0,R393,W03,333,118,0,2024-05-14
200448,2025-08-24,1001,Delta Plastics,SKU0001,West MI,186,173,13,7.51%,QuickRoute Carriers,Lakeside Warehousing,2025-08-31,2025-08-31,0,Yes,No,12.26,2120.98,0.0,R967,W01,47,199,0,2025-08-27
200449,2024-04-14,1005,Riverbend Metals,SKU0034,Central MI,368,513,145,28.27%,Superior Haulage,Mid-MI Crossdock,2024-04-25,2024-04-25,0,Yes,No,12.31,6315.03,0.0,R710,W02,324,39,1,2024-04-15
200450,2025-05-21,1012,AutoSeal Gaskets,SKU0047,Central MI,76,74,2,2.7%,QuickRoute Carriers,Downtown Storage Co.,2025-05-26,2025-05-26,0,Yes,No,13.39,990.86,0.0,R266,W03,53,162,0,2025-05-28
200451,2025-09-02,1012,AutoSeal Gaskets,SKU0043,Northern MI,503,446,57,12.78%,Mitten Last-Mile,Mid-MI Crossdock,2025-09-12,2025-09-16,4,No,No,4.8,2140.8,0.0,R312,W02,210,95,1,2025-09-09
200452,2024-07-17,1012,AutoSeal Gaskets,SKU0042,Central MI,95,73,22,30.14%,Mitten Last-Mile,Downtown Storage Co.,2024-07-23,2024-07-23,0,Yes,No,11.54,842.42,0.0,R378,W03,563,173,0,2024-07-24
200453,2025-07-28,1005,Riverbend Metals,SKU0032,SE MI,39,39,0,0.0%,Superior Haulage,Mid-MI Crossdock,2025-08-11,2025-08-11,0,Yes,No,14.42,562.38,0.0,R129,W02,501,53,0,2025-08-04
200454,2025-08-18,1001,Delta Plastics,SKU0005,Central MI,173,170,3,1.76%,QuickRoute Carriers,Downtown Storage Co.,2025-09-01,2025-09-01,0,Yes,No,12.68,2155.6,0.0,R592,W03,72,146,0,2025-08-19
200455,2025-08-23,1012,AutoSeal Gaskets,SKU0040,Central MI,384,406,22,5.42%,Superior Haulage,Mid-MI Crossdock,2025-08-28,2025-08-29,1,No,No,10.36,4206.16,0.0,R475,W02,362,179,0,2025-08-30
200456,2024-01-27,1004,TriCounty Components,SKU0028,Central MI,147,149,2,1.34%,QuickRoute Carriers,Mid-MI Crossdock,2024-02-06,2024-02-06,0,Yes,No,13.87,2066.63,0.0,R425,W02,215,94,0,2024-02-10
200457,2024-02-12,1012,AutoSeal Gaskets,SKU0046,SE MI,12,39,27,69.23%,Mitten Last-Mile,Mid-MI Crossdock,2024-02-26,2024-02-27,1,No,No,15.27,595.53,0.0,R345,W02,323,167,0,2024-02-19
200458,2025-08-18,1004,TriCounty Components,SKU0024,Central MI,44,63,19,30.16%,QuickRoute Carriers,Mid-MI Crossdock,2025-08-28,2025-09-01,4,No,Yes,12.61,794.43,509.95,R311,W02,162,161,0,2025-08-25
200459,2024-07-04,1001,Delta Plastics,SKU0001,West MI,236,224,12,5.36%,Mitten Last-Mile,Mid-MI Crossdock,2024-07-09,2024-07-09,0,Yes,No,13.26,2970.24,0.0,R984,W02,515,165,0,2024-07-07
200460,2025-08-31,1012,AutoSeal Gaskets,SKU0043,Northern MI,99,125,26,20.8%,North Fork Logistics,Downtown Storage Co.,2025-09-14,2025-09-14,0,Yes,No,11.81,1476.25,0.0,R644,W03,70,102,0,2025-09-14
200461,2024-02-04,1013,PolyTech Midwest,SKU0049,SE MI,228,206,22,10.68%,QuickRoute Carriers,Lakeside Warehousing,2024-02-17,2024-02-17,0,Yes,No,11.13,2292.78,0.0,R846,W01,138,162,0,2024-02-05
200462,2024-07-04,1002,Midland Moldings,SKU0011,Central MI,185,147,38,25.85%,QuickRoute Carriers,Mid-MI Crossdock,2024-07-08,2024-07-10,2,No,No,15.66,2302.02,0.0,R735,W02,405,99,0,2024-07-07
